Kommunkod,Kommun,Kon,År,Befolkningstäthet (invånare per kvkm),Folkmängd
1883,Karlskoga,1+2,2021,65.0,30437.0
1883,Karlskoga,1+2,2022,64.7,30278.0
1883,Karlskoga,1+2,2023,64.6,30261.0
1883,Karlskoga,1+2,2024,64.1,30180.0
1883,Karlskoga,1+2,2025,64.0,30128.0
1884,Nora,1+2,2000,16.8,10465.0
1884,Nora,1+2,2001,16.8,10456.0
1884,Nora,1+2,2002,16.9,10515.0
1884,Nora,1+2,2003,17.0,10552.0
1884,Nora,1+2,2004,16.9,10523.0
1884,Nora,1+2,2005,16.8,10472.0
1884,Nora,1+2,2006,16.9,10482.0
1884,Nora,1+2,2007,16.8,10447.0
1884,Nora,1+2,2008,16.7,10375.0
1884,Nora,1+2,2009,16.6,10343.0
1884,Nora,1+2,2010,16.8,10447.0
1884,Nora,1+2,2011,16.9,10429.0
1884,Nora,1+2,2012,16.7,10356.0
1884,Nora,1+2,2013,16.8,10399.0
1884,Nora,1+2,2014,16.7,10352.0
1884,Nora,1+2,2015,17.0,10502.0
1884,Nora,1+2,2016,17.2,10665.0
1884,Nora,1+2,2017,17.4,10747.0
1884,Nora,1+2,2018,17.4,10737.0
1884,Nora,1+2,2019,17.3,10726.0
1884,Nora,1+2,2020,17.3,10686.0
1884,Nora,1+2,2021,17.3,10721.0
1884,Nora,1+2,2022,17.3,10701.0
1884,Nora,1+2,2023,17.2,10627.0
1884,Nora,1+2,2024,17.1,10639.0
1884,Nora,1+2,2025,17.1,10603.0
1885,Lindesberg,1+2,2000,17.0,23525.0
1885,Lindesberg,1+2,2001,17.0,23473.0
1885,Lindesberg,1+2,2002,17.0,23492.0
1885,Lindesberg,1+2,2003,17.0,23442.0
1885,Lindesberg,1+2,2004,16.8,23300.0
1885,Lindesberg,1+2,2005,16.8,23228.0
1885,Lindesberg,1+2,2006,16.7,23074.0
1885,Lindesberg,1+2,2007,16.7,23104.0
1885,Lindesberg,1+2,2008,16.7,23099.0
1885,Lindesberg,1+2,2009,16.7,23029.0
1885,Lindesberg,1+2,2010,16.7,23034.0
1885,Lindesberg,1+2,2011,16.8,23108.0
1885,Lindesberg,1+2,2012,16.6,22979.0
1885,Lindesberg,1+2,2013,16.8,23176.0
1885,Lindesberg,1+2,2014,16.9,23269.0
1885,Lindesberg,1+2,2015,17.1,23562.0
1885,Lindesberg,1+2,2016,17.2,23744.0
1885,Lindesberg,1+2,2017,17.1,23613.0
1885,Lindesberg,1+2,2018,17.1,23575.0
1885,Lindesberg,1+2,2019,17.1,23588.0
1885,Lindesberg,1+2,2020,17.2,23658.0
1885,Lindesberg,1+2,2021,17.1,23601.0
1885,Lindesberg,1+2,2022,17.0,23435.0
1885,Lindesberg,1+2,2023,16.9,23292.0
1885,Lindesberg,1+2,2024,16.7,23141.0
1885,Lindesberg,1+2,2025,16.6,23014.0
1904,Skinnskatteberg,1+2,2000,7.3,4855.0
1904,Skinnskatteberg,1+2,2001,7.3,4837.0
1904,Skinnskatteberg,1+2,2002,7.2,4785.0
1904,Skinnskatteberg,1+2,2003,7.3,4857.0
1904,Skinnskatteberg,1+2,2004,7.3,4829.0
1904,Skinnskatteberg,1+2,2005,7.2,4761.0
1904,Skinnskatteberg,1+2,2006,7.2,4752.0
1904,Skinnskatteberg,1+2,2007,7.1,4686.0
1904,Skinnskatteberg,1+2,2008,7.0,4622.0
1904,Skinnskatteberg,1+2,2009,6.9,4567.0
1904,Skinnskatteberg,1+2,2010,6.7,4445.0
1904,Skinnskatteberg,1+2,2011,6.7,4412.0
1904,Skinnskatteberg,1+2,2012,6.6,4392.0
1904,Skinnskatteberg,1+2,2013,6.7,4411.0
1904,Skinnskatteberg,1+2,2014,6.7,4434.0
1904,Skinnskatteberg,1+2,2015,6.8,4472.0
1904,Skinnskatteberg,1+2,2016,6.7,4429.0
1904,Skinnskatteberg,1+2,2017,6.7,4431.0
1904,Skinnskatteberg,1+2,2018,6.7,4429.0
1904,Skinnskatteberg,1+2,2019,6.7,4393.0
1904,Skinnskatteberg,1+2,2020,6.6,4366.0
1904,Skinnskatteberg,1+2,2021,6.6,4371.0
1904,Skinnskatteberg,1+2,2022,6.7,4402.0
1904,Skinnskatteberg,1+2,2023,6.6,4348.0
1904,Skinnskatteberg,1+2,2024,6.4,4256.0
1904,Skinnskatteberg,1+2,2025,6.4,4234.0
1907,Surahammar,1+2,2000,30.0,10340.0
1907,Surahammar,1+2,2001,29.7,10246.0
1907,Surahammar,1+2,2002,29.6,10207.0
1907,Surahammar,1+2,2003,29.6,10200.0
1907,Surahammar,1+2,2004,29.7,10249.0
1907,Surahammar,1+2,2005,29.6,10196.0
1907,Surahammar,1+2,2006,29.3,10109.0
1907,Surahammar,1+2,2007,29.3,10122.0
1907,Surahammar,1+2,2008,29.2,10062.0
1907,Surahammar,1+2,2009,28.9,9980.0
1907,Surahammar,1+2,2010,28.8,9949.0
1907,Surahammar,1+2,2011,28.7,9871.0
1907,Surahammar,1+2,2012,28.7,9890.0
1907,Surahammar,1+2,2013,28.6,9834.0
1907,Surahammar,1+2,2014,28.8,9918.0
1907,Surahammar,1+2,2015,29.0,9985.0
1907,Surahammar,1+2,2016,29.2,10059.0
1907,Surahammar,1+2,2017,29.2,10037.0
1907,Surahammar,1+2,2018,29.3,10088.0
1907,Surahammar,1+2,2019,29.4,10106.0
1907,Surahammar,1+2,2020,29.3,10092.0
1907,Surahammar,1+2,2021,29.4,10099.0
1907,Surahammar,1+2,2022,29.2,10033.0
1907,Surahammar,1+2,2023,28.9,9934.0
1907,Surahammar,1+2,2024,28.5,9845.0
1907,Surahammar,1+2,2025,28.2,9733.0
1960,Kungsör,1+2,2000,40.1,8148.0
1960,Kungsör,1+2,2001,40.3,8185.0
1960,Kungsör,1+2,2002,40.4,8222.0
1960,Kungsör,1+2,2003,40.5,8235.0
1960,Kungsör,1+2,2004,40.8,8287.0
1960,Kungsör,1+2,2005,40.8,8303.0
1960,Kungsör,1+2,2006,40.4,8211.0
1960,Kungsör,1+2,2007,40.4,8219.0
1960,Kungsör,1+2,2008,40.2,8170.0
1960,Kungsör,1+2,2009,39.9,8116.0
1960,Kungsör,1+2,2010,39.8,8089.0
1960,Kungsör,1+2,2011,39.9,8086.0
1960,Kungsör,1+2,2012,39.6,8030.0
1960,Kungsör,1+2,2013,40.3,8175.0
1960,Kungsör,1+2,2014,40.8,8269.0
1960,Kungsör,1+2,2015,41.2,8343.0
1960,Kungsör,1+2,2016,41.6,8432.0
1960,Kungsör,1+2,2017,42.5,8603.0
1960,Kungsör,1+2,2018,42.8,8667.0
1960,Kungsör,1+2,2019,42.8,8675.0
1960,Kungsör,1+2,2020,43.2,8745.0
1960,Kungsör,1+2,2021,43.4,8787.0
1960,Kungsör,1+2,2022,43.2,8762.0
1960,Kungsör,1+2,2023,42.7,8643.0
1960,Kungsör,1+2,2024,42.7,8694.0
1960,Kungsör,1+2,2025,42.0,8550.0
1961,Hallstahammar,1+2,2000,88.1,15064.0
1961,Hallstahammar,1+2,2001,88.0,15052.0
1961,Hallstahammar,1+2,2002,87.6,14986.0
1961,Hallstahammar,1+2,2003,87.9,15039.0
1961,Hallstahammar,1+2,2004,87.9,15038.0
1961,Hallstahammar,1+2,2005,87.4,14955.0
1961,Hallstahammar,1+2,2006,87.9,15042.0
1961,Hallstahammar,1+2,2007,87.9,15040.0
1961,Hallstahammar,1+2,2008,87.8,15014.0
1961,Hallstahammar,1+2,2009,88.4,15127.0
1961,Hallstahammar,1+2,2010,88.7,15175.0
1961,Hallstahammar,1+2,2011,89.2,15224.0
1961,Hallstahammar,1+2,2012,89.9,15346.0
1961,Hallstahammar,1+2,2013,91.6,15524.0
1961,Hallstahammar,1+2,2014,92.0,15596.0
1961,Hallstahammar,1+2,2015,92.3,15645.0
1961,Hallstahammar,1+2,2016,93.5,15843.0
1961,Hallstahammar,1+2,2017,94.4,15998.0
1961,Hallstahammar,1+2,2018,95.5,16186.0
1961,Hallstahammar,1+2,2019,96.4,16346.0
1961,Hallstahammar,1+2,2020,96.7,16400.0
1961,Hallstahammar,1+2,2021,98.0,16608.0
1961,Hallstahammar,1+2,2022,98.6,16711.0
1961,Hallstahammar,1+2,2023,98.2,16654.0
1961,Hallstahammar,1+2,2024,97.7,16653.0
1961,Hallstahammar,1+2,2025,97.4,16600.0
1962,Norberg,1+2,2000,14.1,5939.0
1962,Norberg,1+2,2001,14.1,5928.0
1962,Norberg,1+2,2002,14.0,5876.0
1962,Norberg,1+2,2003,14.1,5930.0
1962,Norberg,1+2,2004,14.1,5949.0
1962,Norberg,1+2,2005,13.9,5866.0
1962,Norberg,1+2,2006,13.9,5843.0
1962,Norberg,1+2,2007,13.8,5788.0
1962,Norberg,1+2,2008,13.7,5749.0
1962,Norberg,1+2,2009,13.7,5730.0
1962,Norberg,1+2,2010,13.6,5723.0
1962,Norberg,1+2,2011,13.7,5725.0
1962,Norberg,1+2,2012,13.4,5630.0
1962,Norberg,1+2,2013,13.4,5608.0
1962,Norberg,1+2,2014,13.7,5719.0
1962,Norberg,1+2,2015,13.9,5803.0
1962,Norberg,1+2,2016,13.9,5795.0
1962,Norberg,1+2,2017,13.9,5796.0
1962,Norberg,1+2,2018,13.9,5795.0
1962,Norberg,1+2,2019,13.6,5690.0
1962,Norberg,1+2,2020,13.7,5729.0
1962,Norberg,1+2,2021,13.7,5714.0
1962,Norberg,1+2,2022,13.5,5627.0
1962,Norberg,1+2,2023,13.2,5517.0
1962,Norberg,1+2,2024,13.0,5452.0
1962,Norberg,1+2,2025,12.7,5351.0
1980,Västerås,1+2,2000,131.3,126328.0
1980,Västerås,1+2,2001,132.8,127799.0
1980,Västerås,1+2,2002,133.9,128902.0
1980,Västerås,1+2,2003,135.0,129987.0
1980,Västerås,1+2,2004,136.1,131014.0
1980,Västerås,1+2,2005,137.0,131934.0
1980,Västerås,1+2,2006,138.1,132920.0
1980,Västerås,1+2,2007,138.9,133728.0
1980,Västerås,1+2,2008,139.9,134684.0
1980,Västerås,1+2,2009,141.2,135936.0
1980,Västerås,1+2,2010,142.5,137207.0
1980,Västerås,1+2,2011,144.8,138709.0
1980,Västerås,1+2,2012,146.6,140499.0
1980,Västerås,1+2,2013,148.2,142131.0
1980,Västerås,1+2,2014,149.9,143702.0
1980,Västerås,1+2,2015,151.5,145218.0
1980,Västerås,1+2,2016,153.7,147420.0
1980,Västerås,1+2,2017,156.6,150134.0
1980,Västerås,1+2,2018,158.7,152078.0
1980,Västerås,1+2,2019,160.7,154049.0
1980,Västerås,1+2,2020,162.3,155551.0
1980,Västerås,1+2,2021,163.7,156838.0
1980,Västerås,1+2,2022,165.5,158653.0
1980,Västerås,1+2,2023,166.7,159662.0
1980,Västerås,1+2,2024,166.9,160634.0
1980,Västerås,1+2,2025,167.5,161240.0
1981,Sala,1+2,2000,18.3,21548.0
1981,Sala,1+2,2001,18.3,21535.0
1981,Sala,1+2,2002,18.4,21663.0
1981,Sala,1+2,2003,18.5,21742.0
1981,Sala,1+2,2004,18.3,21554.0
1981,Sala,1+2,2005,18.3,21446.0
1981,Sala,1+2,2006,18.2,21360.0
1981,Sala,1+2,2007,18.2,21412.0
1981,Sala,1+2,2008,18.2,21365.0
1981,Sala,1+2,2009,18.3,21499.0
1981,Sala,1+2,2010,18.3,21535.0
1981,Sala,1+2,2011,18.5,21568.0
1981,Sala,1+2,2012,18.5,21596.0
1981,Sala,1+2,2013,18.7,21769.0
1981,Sala,1+2,2014,18.8,21925.0
1981,Sala,1+2,2015,18.9,22109.0
1981,Sala,1+2,2016,19.2,22353.0
1981,Sala,1+2,2017,19.4,22631.0
1981,Sala,1+2,2018,19.6,22816.0
1981,Sala,1+2,2019,19.6,22894.0
1981,Sala,1+2,2020,19.6,22867.0
1981,Sala,1+2,2021,19.7,22998.0
1981,Sala,1+2,2022,19.7,22981.0
1981,Sala,1+2,2023,19.6,22853.0
1981,Sala,1+2,2024,19.5,22843.0
1981,Sala,1+2,2025,19.3,22600.0
1982,Fagersta,1+2,2000,45.7,12381.0
1982,Fagersta,1+2,2001,45.3,12270.0
1982,Fagersta,1+2,2002,45.5,12325.0
1982,Fagersta,1+2,2003,45.6,12334.0
1982,Fagersta,1+2,2004,45.2,12231.0
1982,Fagersta,1+2,2005,45.3,12270.0
1982,Fagersta,1+2,2006,45.1,12202.0
1982,Fagersta,1+2,2007,45.0,12183.0
1982,Fagersta,1+2,2008,45.3,12267.0
1982,Fagersta,1+2,2009,45.2,12249.0
1982,Fagersta,1+2,2010,46.0,12443.0
1982,Fagersta,1+2,2011,46.7,12553.0
1982,Fagersta,1+2,2012,46.9,12634.0
1982,Fagersta,1+2,2013,47.8,12872.0
1982,Fagersta,1+2,2014,48.8,13133.0
1982,Fagersta,1+2,2015,49.4,13286.0
1982,Fagersta,1+2,2016,50.0,13445.0
1982,Fagersta,1+2,2017,49.9,13415.0
1982,Fagersta,1+2,2018,50.0,13464.0
1982,Fagersta,1+2,2019,49.8,13391.0
1982,Fagersta,1+2,2020,49.3,13267.0
1982,Fagersta,1+2,2021,49.5,13319.0
1982,Fagersta,1+2,2022,49.6,13341.0
1982,Fagersta,1+2,2023,49.1,13222.0
1982,Fagersta,1+2,2024,48.4,13072.0
1982,Fagersta,1+2,2025,47.8,12915.0
1983,Köping,1+2,2000,40.7,24763.0
1983,Köping,1+2,2001,40.7,24750.0
1983,Köping,1+2,2002,40.6,24647.0
1983,Köping,1+2,2003,40.5,24585.0
1983,Köping,1+2,2004,40.6,24677.0
1983,Köping,1+2,2005,40.6,24646.0
1983,Köping,1+2,2006,40.6,24659.0
1983,Köping,1+2,2007,40.6,24646.0
1983,Köping,1+2,2008,40.7,24740.0
1983,Köping,1+2,2009,40.9,24847.0
1983,Köping,1+2,2010,41.0,24905.0
1983,Köping,1+2,2011,41.0,24807.0
1983,Köping,1+2,2012,41.1,24854.0
1983,Köping,1+2,2013,41.8,25237.0
1983,Köping,1+2,2014,42.0,25376.0
1983,Köping,1+2,2015,42.3,25557.0
1983,Köping,1+2,2016,42.9,25950.0
1983,Köping,1+2,2017,43.2,26116.0
1983,Köping,1+2,2018,43.5,26268.0
1983,Köping,1+2,2019,43.4,26214.0
1983,Köping,1+2,2020,43.2,26085.0
1983,Köping,1+2,2021,43.2,26133.0
1983,Köping,1+2,2022,43.2,26120.0
1983,Köping,1+2,2023,43.0,25978.0
1983,Köping,1+2,2024,42.4,25729.0
1983,Köping,1+2,2025,42.2,25610.0
1984,Arboga,1+2,2000,42.4,13870.0
1984,Arboga,1+2,2001,41.6,13616.0
1984,Arboga,1+2,2002,41.5,13574.0
1984,Arboga,1+2,2003,41.3,13514.0
1984,Arboga,1+2,2004,41.0,13406.0
1984,Arboga,1+2,2005,40.9,13380.0
1984,Arboga,1+2,2006,40.9,13391.0
1984,Arboga,1+2,2007,40.9,13369.0
1984,Arboga,1+2,2008,40.6,13301.0
1984,Arboga,1+2,2009,40.6,13302.0
1984,Arboga,1+2,2010,40.6,13285.0
1984,Arboga,1+2,2011,40.9,13302.0
1984,Arboga,1+2,2012,41.0,13353.0
1984,Arboga,1+2,2013,41.5,13493.0
1984,Arboga,1+2,2014,41.9,13631.0
1984,Arboga,1+2,2015,42.6,13858.0
1984,Arboga,1+2,2016,42.7,13903.0
1984,Arboga,1+2,2017,42.8,13934.0
1984,Arboga,1+2,2018,43.4,14138.0
1984,Arboga,1+2,2019,43.3,14087.0
1984,Arboga,1+2,2020,43.1,14039.0
1984,Arboga,1+2,2021,43.3,14100.0
1984,Arboga,1+2,2022,43.3,14083.0
1984,Arboga,1+2,2023,43.1,14002.0
1984,Arboga,1+2,2024,42.8,13980.0
1984,Arboga,1+2,2025,42.6,13929.0
2021,Vansbro,1+2,2000,4.7,7291.0
2021,Vansbro,1+2,2001,4.7,7219.0
2021,Vansbro,1+2,2002,4.7,7235.0
2021,Vansbro,1+2,2003,4.6,7164.0
2021,Vansbro,1+2,2004,4.6,7122.0
2021,Vansbro,1+2,2005,4.6,7061.0
2021,Vansbro,1+2,2006,4.5,6983.0
2021,Vansbro,1+2,2007,4.5,6959.0
2021,Vansbro,1+2,2008,4.5,6916.0
2021,Vansbro,1+2,2009,4.4,6876.0
2021,Vansbro,1+2,2010,4.4,6805.0
2021,Vansbro,1+2,2011,4.4,6818.0
2021,Vansbro,1+2,2012,4.4,6779.0
2021,Vansbro,1+2,2013,4.4,6730.0
2021,Vansbro,1+2,2014,4.3,6694.0
2021,Vansbro,1+2,2015,4.4,6715.0
2021,Vansbro,1+2,2016,4.5,6884.0
2021,Vansbro,1+2,2017,4.4,6837.0
2021,Vansbro,1+2,2018,4.4,6807.0
2021,Vansbro,1+2,2019,4.4,6805.0
2021,Vansbro,1+2,2020,4.4,6801.0
2021,Vansbro,1+2,2021,4.4,6776.0
2021,Vansbro,1+2,2022,4.4,6800.0
2021,Vansbro,1+2,2023,4.4,6728.0
2021,Vansbro,1+2,2024,4.4,6752.0
2021,Vansbro,1+2,2025,4.4,6741.0
2023,Malung-Sälen,1+2,2000,2.6,10799.0
2023,Malung-Sälen,1+2,2001,2.6,10640.0
2023,Malung-Sälen,1+2,2002,2.6,10593.0
2023,Malung-Sälen,1+2,2003,2.6,10538.0
2023,Malung-Sälen,1+2,2004,2.6,10557.0
2023,Malung-Sälen,1+2,2005,2.6,10513.0
2023,Malung-Sälen,1+2,2006,2.6,10518.0
2023,Malung-Sälen,1+2,2007,2.5,10428.0
2023,Malung-Sälen,1+2,2008,2.5,10385.0
2023,Malung-Sälen,1+2,2009,2.5,10408.0
2023,Malung-Sälen,1+2,2010,2.5,10356.0
2023,Malung-Sälen,1+2,2011,2.5,10262.0
2023,Malung-Sälen,1+2,2012,2.4,10178.0
2023,Malung-Sälen,1+2,2013,2.5,10061.0
2023,Malung-Sälen,1+2,2014,2.4,9969.0
2023,Malung-Sälen,1+2,2015,2.5,10036.0
2023,Malung-Sälen,1+2,2016,2.5,10091.0
2023,Malung-Sälen,1+2,2017,2.5,10114.0
2023,Malung-Sälen,1+2,2018,2.5,10106.0
2023,Malung-Sälen,1+2,2019,2.5,10138.0
2023,Malung-Sälen,1+2,2020,2.5,10177.0
2023,Malung-Sälen,1+2,2021,2.5,10218.0
2023,Malung-Sälen,1+2,2022,2.5,10258.0
2023,Malung-Sälen,1+2,2023,2.5,10260.0
2023,Malung-Sälen,1+2,2024,2.5,10254.0
2023,Malung-Sälen,1+2,2025,2.5,10192.0
2026,Gagnef,1+2,2000,13.1,10075.0
2026,Gagnef,1+2,2001,13.1,10050.0
2026,Gagnef,1+2,2002,13.0,10008.0
2026,Gagnef,1+2,2003,13.1,10059.0
2026,Gagnef,1+2,2004,13.1,10091.0
2026,Gagnef,1+2,2005,13.2,10131.0
2026,Gagnef,1+2,2006,13.1,10080.0
2026,Gagnef,1+2,2007,13.1,10111.0
2026,Gagnef,1+2,2008,13.1,10107.0
2026,Gagnef,1+2,2009,13.1,10071.0
2026,Gagnef,1+2,2010,13.1,10097.0
2026,Gagnef,1+2,2011,13.1,10069.0
2026,Gagnef,1+2,2012,13.0,10012.0
2026,Gagnef,1+2,2013,13.1,10023.0
2026,Gagnef,1+2,2014,13.1,10024.0
2026,Gagnef,1+2,2015,13.1,10079.0
2026,Gagnef,1+2,2016,13.3,10175.0
2026,Gagnef,1+2,2017,13.3,10241.0
2026,Gagnef,1+2,2018,13.4,10271.0
2026,Gagnef,1+2,2019,13.4,10304.0
2026,Gagnef,1+2,2020,13.5,10378.0
2026,Gagnef,1+2,2021,13.7,10502.0
2026,Gagnef,1+2,2022,13.7,10499.0
2026,Gagnef,1+2,2023,13.6,10430.0
2026,Gagnef,1+2,2024,13.5,10384.0
2026,Gagnef,1+2,2025,13.4,10307.0
2029,Leksand,1+2,2000,12.4,15240.0
2029,Leksand,1+2,2001,12.5,15313.0
2029,Leksand,1+2,2002,12.5,15301.0
2029,Leksand,1+2,2003,12.6,15419.0
2029,Leksand,1+2,2004,12.7,15504.0
2029,Leksand,1+2,2005,12.6,15440.0
2029,Leksand,1+2,2006,12.6,15450.0
2029,Leksand,1+2,2007,12.5,15338.0
2029,Leksand,1+2,2008,12.5,15288.0
2029,Leksand,1+2,2009,12.5,15303.0
2029,Leksand,1+2,2010,12.5,15289.0
2029,Leksand,1+2,2011,12.5,15238.0
2029,Leksand,1+2,2012,12.4,15146.0
2029,Leksand,1+2,2013,12.4,15157.0
2029,Leksand,1+2,2014,12.5,15252.0
2029,Leksand,1+2,2015,12.5,15326.0
2029,Leksand,1+2,2016,12.7,15507.0
2029,Leksand,1+2,2017,12.8,15640.0
2029,Leksand,1+2,2018,12.9,15804.0
2029,Leksand,1+2,2019,12.9,15807.0
2029,Leksand,1+2,2020,12.9,15801.0
2029,Leksand,1+2,2021,13.1,16012.0
2029,Leksand,1+2,2022,13.2,16113.0
2029,Leksand,1+2,2023,13.1,16043.0
2029,Leksand,1+2,2024,13.1,16137.0
2029,Leksand,1+2,2025,13.2,16167.0
2031,Rättvik,1+2,2000,5.6,10847.0
2031,Rättvik,1+2,2001,5.6,10856.0
2031,Rättvik,1+2,2002,5.6,10898.0
2031,Rättvik,1+2,2003,5.6,10827.0
2031,Rättvik,1+2,2004,5.6,10864.0
2031,Rättvik,1+2,2005,5.6,10886.0
2031,Rättvik,1+2,2006,5.6,10884.0
2031,Rättvik,1+2,2007,5.6,10883.0
2031,Rättvik,1+2,2008,5.6,10850.0
2031,Rättvik,1+2,2009,5.6,10797.0
2031,Rättvik,1+2,2010,5.6,10811.0
2031,Rättvik,1+2,2011,5.7,10859.0
2031,Rättvik,1+2,2012,5.6,10799.0
2031,Rättvik,1+2,2013,5.6,10766.0
2031,Rättvik,1+2,2014,5.6,10748.0
2031,Rättvik,1+2,2015,5.6,10759.0
2031,Rättvik,1+2,2016,5.7,10856.0
2031,Rättvik,1+2,2017,5.6,10837.0
2031,Rättvik,1+2,2018,5.7,10907.0
2031,Rättvik,1+2,2019,5.7,10950.0
2031,Rättvik,1+2,2020,5.8,11047.0
2031,Rättvik,1+2,2021,5.8,11103.0
2031,Rättvik,1+2,2022,5.8,11092.0
2031,Rättvik,1+2,2023,5.7,11042.0
2031,Rättvik,1+2,2024,5.7,10998.0
2031,Rättvik,1+2,2025,5.7,10978.0
2034,Orsa,1+2,2000,4.0,6986.0
2034,Orsa,1+2,2001,4.0,6979.0
2034,Orsa,1+2,2002,4.0,7015.0
2034,Orsa,1+2,2003,4.0,7053.0
2034,Orsa,1+2,2004,4.0,7031.0
2034,Orsa,1+2,2005,4.0,7020.0
2034,Orsa,1+2,2006,4.0,7026.0
2034,Orsa,1+2,2007,4.1,7091.0
2034,Orsa,1+2,2008,4.0,6990.0
2034,Orsa,1+2,2009,4.0,6934.0
2034,Orsa,1+2,2010,4.0,6922.0
2034,Orsa,1+2,2011,4.0,6867.0
2034,Orsa,1+2,2012,3.9,6835.0
2034,Orsa,1+2,2013,4.0,6849.0
2034,Orsa,1+2,2014,3.9,6812.0
2034,Orsa,1+2,2015,3.9,6750.0
2034,Orsa,1+2,2016,4.0,6861.0
2034,Orsa,1+2,2017,4.0,6887.0
2034,Orsa,1+2,2018,4.0,6892.0
2034,Orsa,1+2,2019,4.0,6911.0
2034,Orsa,1+2,2020,4.0,6877.0
2034,Orsa,1+2,2021,4.0,6918.0
2034,Orsa,1+2,2022,4.0,6934.0
2034,Orsa,1+2,2023,4.0,6908.0
2034,Orsa,1+2,2024,3.9,6851.0
2034,Orsa,1+2,2025,4.0,6902.0
2039,Älvdalen,1+2,2000,1.1,7718.0
2039,Älvdalen,1+2,2001,1.1,7652.0
2039,Älvdalen,1+2,2002,1.1,7617.0
2039,Älvdalen,1+2,2003,1.1,7570.0
2039,Älvdalen,1+2,2004,1.1,7515.0
2039,Älvdalen,1+2,2005,1.1,7445.0
2039,Älvdalen,1+2,2006,1.1,7419.0
2039,Älvdalen,1+2,2007,1.1,7362.0
2039,Älvdalen,1+2,2008,1.1,7287.0
2039,Älvdalen,1+2,2009,1.1,7288.0
2039,Älvdalen,1+2,2010,1.0,7207.0
2039,Älvdalen,1+2,2011,1.0,7184.0
2039,Älvdalen,1+2,2012,1.0,7139.0
2039,Älvdalen,1+2,2013,1.0,7096.0
2039,Älvdalen,1+2,2014,1.0,7052.0
2039,Älvdalen,1+2,2015,1.0,7035.0
2039,Älvdalen,1+2,2016,1.0,7039.0
2039,Älvdalen,1+2,2017,1.0,7068.0
2039,Älvdalen,1+2,2018,1.0,7121.0
2039,Älvdalen,1+2,2019,1.0,7031.0
2039,Älvdalen,1+2,2020,1.0,7033.0
2039,Älvdalen,1+2,2021,1.0,7042.0
2039,Älvdalen,1+2,2022,1.0,7018.0
2039,Älvdalen,1+2,2023,1.0,6929.0
2039,Älvdalen,1+2,2024,1.0,6882.0
2039,Älvdalen,1+2,2025,1.0,6831.0
2061,Smedjebacken,1+2,2000,12.2,11598.0
2061,Smedjebacken,1+2,2001,11.9,11357.0
2061,Smedjebacken,1+2,2002,11.7,11157.0
2061,Smedjebacken,1+2,2003,11.6,11012.0
2061,Smedjebacken,1+2,2004,11.5,10923.0
2061,Smedjebacken,1+2,2005,11.3,10812.0
2061,Smedjebacken,1+2,2006,11.2,10715.0
2061,Smedjebacken,1+2,2007,11.2,10715.0
2061,Smedjebacken,1+2,2008,11.3,10734.0
2061,Smedjebacken,1+2,2009,11.3,10758.0
2061,Smedjebacken,1+2,2010,11.2,10715.0
2061,Smedjebacken,1+2,2011,11.2,10662.0
2061,Smedjebacken,1+2,2012,11.2,10650.0
2061,Smedjebacken,1+2,2013,11.3,10691.0
2061,Smedjebacken,1+2,2014,11.3,10712.0
2061,Smedjebacken,1+2,2015,11.4,10790.0
2061,Smedjebacken,1+2,2016,11.5,10909.0
2061,Smedjebacken,1+2,2017,11.5,10894.0
2061,Smedjebacken,1+2,2018,11.5,10897.0
2061,Smedjebacken,1+2,2019,11.5,10894.0
2061,Smedjebacken,1+2,2020,11.4,10854.0
2061,Smedjebacken,1+2,2021,11.5,10933.0
2061,Smedjebacken,1+2,2022,11.5,10922.0
2061,Smedjebacken,1+2,2023,11.5,10913.0
2061,Smedjebacken,1+2,2024,11.4,10823.0
2061,Smedjebacken,1+2,2025,11.3,10758.0
2062,Mora,1+2,2000,7.1,20132.0
2062,Mora,1+2,2001,7.1,20014.0
2062,Mora,1+2,2002,7.1,20024.0
2062,Mora,1+2,2003,7.1,20093.0
2062,Mora,1+2,2004,7.1,20083.0
2062,Mora,1+2,2005,7.1,20212.0
2062,Mora,1+2,2006,7.1,20159.0
2062,Mora,1+2,2007,7.1,20143.0
2062,Mora,1+2,2008,7.1,20153.0
2062,Mora,1+2,2009,7.1,20146.0
2062,Mora,1+2,2010,7.1,20153.0
2062,Mora,1+2,2011,7.1,20107.0
2062,Mora,1+2,2012,7.1,20082.0
2062,Mora,1+2,2013,7.1,19998.0
2062,Mora,1+2,2014,7.1,20006.0
2062,Mora,1+2,2015,7.1,20101.0
2062,Mora,1+2,2016,7.2,20279.0
2062,Mora,1+2,2017,7.2,20369.0
2062,Mora,1+2,2018,7.2,20390.0
2062,Mora,1+2,2019,7.3,20470.0
2062,Mora,1+2,2020,7.3,20492.0
2062,Mora,1+2,2021,7.3,20670.0
2062,Mora,1+2,2022,7.4,20679.0
2062,Mora,1+2,2023,7.3,20536.0
2062,Mora,1+2,2024,7.3,20540.0
2062,Mora,1+2,2025,7.2,20419.0
2080,Falun,1+2,2000,26.5,54426.0
2080,Falun,1+2,2001,26.6,54601.0
2080,Falun,1+2,2002,26.7,54841.0
2080,Falun,1+2,2003,26.8,55010.0
2080,Falun,1+2,2004,26.8,54994.0
2080,Falun,1+2,2005,26.9,55274.0
2080,Falun,1+2,2006,26.9,55267.0
