indikator;tabellinnehåll;månad;Värde
Nyregistrerade lastbilar;Förändring från föregående period;2003M11;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2003M12;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2004M01;-0.03
Nyregistrerade lastbilar;Förändring från föregående period;2004M02;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2004M03;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2004M04;0.27
Nyregistrerade lastbilar;Förändring från föregående period;2004M05;0.27
Nyregistrerade lastbilar;Förändring från föregående period;2004M06;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2004M07;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2004M08;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2004M09;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2004M10;-0.03
Nyregistrerade lastbilar;Förändring från föregående period;2004M11;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2004M12;0.03
Nyregistrerade lastbilar;Förändring från föregående period;2005M01;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2005M02;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2005M03;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2005M04;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2005M05;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2005M06;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2005M07;0.04
Nyregistrerade lastbilar;Förändring från föregående period;2005M08;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2005M09;0.04
Nyregistrerade lastbilar;Förändring från föregående period;2005M10;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2005M11;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2005M12;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2006M01;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2006M02;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2006M03;-0.07
Nyregistrerade lastbilar;Förändring från föregående period;2006M04;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2006M05;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2006M06;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2006M07;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2006M08;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2006M09;0.05
Nyregistrerade lastbilar;Förändring från föregående period;2006M10;0.11
Nyregistrerade lastbilar;Förändring från föregående period;2006M11;0.16
Nyregistrerade lastbilar;Förändring från föregående period;2006M12;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2007M01;0.16
Nyregistrerade lastbilar;Förändring från föregående period;2007M02;0.13
Nyregistrerade lastbilar;Förändring från föregående period;2007M03;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2007M04;0
Nyregistrerade lastbilar;Förändring från föregående period;2007M05;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2007M06;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2007M07;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2007M08;0.1
Nyregistrerade lastbilar;Förändring från föregående period;2007M09;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2007M10;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2007M11;0
Nyregistrerade lastbilar;Förändring från föregående period;2007M12;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2008M01;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2008M02;-0.13
Nyregistrerade lastbilar;Förändring från föregående period;2008M03;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2008M04;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2008M05;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2008M06;-0.13
Nyregistrerade lastbilar;Förändring från föregående period;2008M07;-0.19
Nyregistrerade lastbilar;Förändring från föregående period;2008M08;-0.28
Nyregistrerade lastbilar;Förändring från föregående period;2008M09;-0.39
Nyregistrerade lastbilar;Förändring från föregående period;2008M10;-0.46
Nyregistrerade lastbilar;Förändring från föregående period;2008M11;-0.47
Nyregistrerade lastbilar;Förändring från föregående period;2008M12;-0.45
Nyregistrerade lastbilar;Förändring från föregående period;2009M01;-0.38
Nyregistrerade lastbilar;Förändring från föregående period;2009M02;-0.28
Nyregistrerade lastbilar;Förändring från föregående period;2009M03;-0.19
Nyregistrerade lastbilar;Förändring från föregående period;2009M04;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2009M05;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2009M06;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2009M07;-0.02
Nyregistrerade lastbilar;Förändring från föregående period;2009M08;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2009M09;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2009M10;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2009M11;0.15
Nyregistrerade lastbilar;Förändring från föregående period;2009M12;0.19
Nyregistrerade lastbilar;Förändring från föregående period;2010M01;0.24
Nyregistrerade lastbilar;Förändring från föregående period;2010M02;0.26
Nyregistrerade lastbilar;Förändring från föregående period;2010M03;0.24
Nyregistrerade lastbilar;Förändring från föregående period;2010M04;0.21
Nyregistrerade lastbilar;Förändring från föregående period;2010M05;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2010M06;0.15
Nyregistrerade lastbilar;Förändring från föregående period;2010M07;0.11
Nyregistrerade lastbilar;Förändring från föregående period;2010M08;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2010M09;0.1
Nyregistrerade lastbilar;Förändring från föregående period;2010M10;0.15
Nyregistrerade lastbilar;Förändring från föregående period;2010M11;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2010M12;0.2
Nyregistrerade lastbilar;Förändring från föregående period;2011M01;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2011M02;0.13
Nyregistrerade lastbilar;Förändring från föregående period;2011M03;0.11
Nyregistrerade lastbilar;Förändring från föregående period;2011M04;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2011M05;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2011M06;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2011M07;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2011M08;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2011M09;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2011M10;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2011M11;-0.19
Nyregistrerade lastbilar;Förändring från föregående period;2011M12;-0.25
Nyregistrerade lastbilar;Förändring från föregående period;2012M01;-0.27
Nyregistrerade lastbilar;Förändring från föregående period;2012M02;-0.25
Nyregistrerade lastbilar;Förändring från föregående period;2012M03;-0.2
Nyregistrerade lastbilar;Förändring från föregående period;2012M04;-0.16
Nyregistrerade lastbilar;Förändring från föregående period;2012M05;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2012M06;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2012M07;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2012M08;-0.07
Nyregistrerade lastbilar;Förändring från föregående period;2012M09;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2012M10;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2012M11;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2012M12;-0.1
Nyregistrerade lastbilar;Förändring från föregående period;2013M01;-0.13
Nyregistrerade lastbilar;Förändring från föregående period;2013M02;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2013M03;-0.1
Nyregistrerade lastbilar;Förändring från föregående period;2013M04;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2013M05;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2013M06;0.03
Nyregistrerade lastbilar;Förändring från föregående period;2013M07;0.04
Nyregistrerade lastbilar;Förändring från föregående period;2013M08;0.05
Nyregistrerade lastbilar;Förändring från föregående period;2013M09;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2013M10;0.1
Nyregistrerade lastbilar;Förändring från föregående period;2013M11;0.13
Nyregistrerade lastbilar;Förändring från föregående period;2013M12;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2014M01;0.15
Nyregistrerade lastbilar;Förändring från föregående period;2014M02;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2014M03;-0.02
Nyregistrerade lastbilar;Förändring från föregående period;2014M04;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2014M05;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2014M06;-0.03
Nyregistrerade lastbilar;Förändring från föregående period;2014M07;0.03
Nyregistrerade lastbilar;Förändring från föregående period;2014M08;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2014M09;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2014M10;0.05
Nyregistrerade lastbilar;Förändring från föregående period;2014M11;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2014M12;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2015M01;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2015M02;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2015M03;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2015M04;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2015M05;-0.02
Nyregistrerade lastbilar;Förändring från föregående period;2015M06;-0.03
Nyregistrerade lastbilar;Förändring från föregående period;2015M07;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2015M08;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2015M09;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2015M10;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2015M11;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2015M12;0.1
Nyregistrerade lastbilar;Förändring från föregående period;2016M01;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2016M02;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2016M03;0.22
Nyregistrerade lastbilar;Förändring från föregående period;2016M04;0.24
Nyregistrerade lastbilar;Förändring från föregående period;2016M05;0.2
Nyregistrerade lastbilar;Förändring från föregående period;2016M06;0.11
Nyregistrerade lastbilar;Förändring från föregående period;2016M07;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2016M08;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2016M09;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2016M10;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2016M11;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2016M12;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2017M01;0.14
Nyregistrerade lastbilar;Förändring från föregående period;2017M02;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2017M03;0
Nyregistrerade lastbilar;Förändring från föregående period;2017M04;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2017M05;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2017M06;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2017M07;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2017M08;0.19
Nyregistrerade lastbilar;Förändring från föregående period;2017M09;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2017M10;0.14
Nyregistrerade lastbilar;Förändring från föregående period;2017M11;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2017M12;0
Nyregistrerade lastbilar;Förändring från föregående period;2018M01;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2018M02;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2018M03;0.06
Nyregistrerade lastbilar;Förändring från föregående period;2018M04;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2018M05;0.05
Nyregistrerade lastbilar;Förändring från föregående period;2018M06;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2018M07;-0.13
Nyregistrerade lastbilar;Förändring från föregående period;2018M08;-0.19
Nyregistrerade lastbilar;Förändring från föregående period;2018M09;-0.24
Nyregistrerade lastbilar;Förändring från föregående period;2018M10;-0.26
Nyregistrerade lastbilar;Förändring från föregående period;2018M11;-0.26
Nyregistrerade lastbilar;Förändring från föregående period;2018M12;-0.18
Nyregistrerade lastbilar;Förändring från föregående period;2019M01;-0.08
Nyregistrerade lastbilar;Förändring från föregående period;2019M02;-0.02
Nyregistrerade lastbilar;Förändring från föregående period;2019M03;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2019M04;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2019M05;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2019M06;-0.17
Nyregistrerade lastbilar;Förändring från föregående period;2019M07;-0.26
Nyregistrerade lastbilar;Förändring från föregående period;2019M08;-0.24
Nyregistrerade lastbilar;Förändring från föregående period;2019M09;-0.15
Nyregistrerade lastbilar;Förändring från föregående period;2019M10;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2019M11;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2019M12;-0.14
Nyregistrerade lastbilar;Förändring från föregående period;2020M01;-0.25
Nyregistrerade lastbilar;Förändring från föregående period;2020M02;-0.3
Nyregistrerade lastbilar;Förändring från föregående period;2020M03;-0.26
Nyregistrerade lastbilar;Förändring från föregående period;2020M04;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2020M05;0.1
Nyregistrerade lastbilar;Förändring från föregående period;2020M06;0.27
Nyregistrerade lastbilar;Förändring från föregående period;2020M07;0.33
Nyregistrerade lastbilar;Förändring från föregående period;2020M08;0.24
Nyregistrerade lastbilar;Förändring från föregående period;2020M09;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2020M10;-0.07
Nyregistrerade lastbilar;Förändring från föregående period;2020M11;-0.15
Nyregistrerade lastbilar;Förändring från föregående period;2020M12;-0.17
Nyregistrerade lastbilar;Förändring från föregående period;2021M01;-0.17
Nyregistrerade lastbilar;Förändring från föregående period;2021M02;-0.14
Nyregistrerade lastbilar;Förändring från föregående period;2021M03;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2021M04;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2021M05;-0.14
Nyregistrerade lastbilar;Förändring från föregående period;2021M06;-0.16
Nyregistrerade lastbilar;Förändring från föregående period;2021M07;-0.18
Nyregistrerade lastbilar;Förändring från föregående period;2021M08;-0.18
Nyregistrerade lastbilar;Förändring från föregående period;2021M09;-0.14
Nyregistrerade lastbilar;Förändring från föregående period;2021M10;-0.07
Nyregistrerade lastbilar;Förändring från föregående period;2021M11;0.05
Nyregistrerade lastbilar;Förändring från föregående period;2021M12;0.19
Nyregistrerade lastbilar;Förändring från föregående period;2022M01;0.28
Nyregistrerade lastbilar;Förändring från föregående period;2022M02;0.28
Nyregistrerade lastbilar;Förändring från föregående period;2022M03;0.2
Nyregistrerade lastbilar;Förändring från föregående period;2022M04;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2022M05;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2022M06;0
Nyregistrerade lastbilar;Förändring från föregående period;2022M07;0.07
Nyregistrerade lastbilar;Förändring från föregående period;2022M08;0.16
Nyregistrerade lastbilar;Förändring från föregående period;2022M09;0.23
Nyregistrerade lastbilar;Förändring från föregående period;2022M10;0.23
Nyregistrerade lastbilar;Förändring från föregående period;2022M11;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2022M12;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2023M01;0.03
Nyregistrerade lastbilar;Förändring från föregående period;2023M02;0.04
Nyregistrerade lastbilar;Förändring från föregående period;2023M03;0.09
Nyregistrerade lastbilar;Förändring från föregående period;2023M04;0.16
Nyregistrerade lastbilar;Förändring från föregående period;2023M05;0.23
Nyregistrerade lastbilar;Förändring från föregående period;2023M06;0.25
Nyregistrerade lastbilar;Förändring från föregående period;2023M07;0.22
Nyregistrerade lastbilar;Förändring från föregående period;2023M08;0.16
Nyregistrerade lastbilar;Förändring från föregående period;2023M09;0.08
Nyregistrerade lastbilar;Förändring från föregående period;2023M10;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2023M11;0.01
Nyregistrerade lastbilar;Förändring från föregående period;2023M12;-0.01
Nyregistrerade lastbilar;Förändring från föregående period;2024M01;-0.07
Nyregistrerade lastbilar;Förändring från föregående period;2024M02;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2024M03;-0.17
Nyregistrerade lastbilar;Förändring från föregående period;2024M04;-0.23
Nyregistrerade lastbilar;Förändring från föregående period;2024M05;-0.29
Nyregistrerade lastbilar;Förändring från föregående period;2024M06;-0.31
Nyregistrerade lastbilar;Förändring från föregående period;2024M07;-0.26
Nyregistrerade lastbilar;Förändring från föregående period;2024M08;-0.19
Nyregistrerade lastbilar;Förändring från föregående period;2024M09;-0.1
Nyregistrerade lastbilar;Förändring från föregående period;2024M10;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2024M11;-0.06
Nyregistrerade lastbilar;Förändring från föregående period;2024M12;-0.09
Nyregistrerade lastbilar;Förändring från föregående period;2025M01;-0.11
Nyregistrerade lastbilar;Förändring från föregående period;2025M02;-0.12
Nyregistrerade lastbilar;Förändring från föregående period;2025M03;-0.1
Nyregistrerade lastbilar;Förändring från föregående period;2025M04;-0.04
Nyregistrerade lastbilar;Förändring från föregående period;2025M05;0.04
Nyregistrerade lastbilar;Förändring från föregående period;2025M06;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2025M07;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2025M08;0.17
Nyregistrerade lastbilar;Förändring från föregående period;2025M09;0.14
Nyregistrerade lastbilar;Förändring från föregående period;2025M10;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2025M11;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2025M12;0.15
Nyregistrerade lastbilar;Förändring från föregående period;2026M01;0.18
Nyregistrerade lastbilar;Förändring från föregående period;2026M02;0.21
Nyregistrerade lastbilar;Förändring från föregående period;2026M03;0.23
Nyregistrerade lastbilar;Förändring från föregående period;2026M04;0.2
Nyregistrerade lastbilar;Förändring från föregående period;2026M05;0.12
Nyregistrerade lastbilar;Förändring från föregående period;2026M06;0.02
Nyregistrerade lastbilar;Förändring från föregående period;2026M07;-0.05
Nyregistrerade lastbilar;Förändring från föregående period;2026M08;-0.08
Varuexport;Konjunkturläge;2000M01;-0.37
Varuexport;Konjunkturläge;2000M02;-0.2
Varuexport;Konjunkturläge;2000M03;0
Varuexport;Konjunkturläge;2000M04;0.23
Varuexport;Konjunkturläge;2000M05;0.45
Varuexport;Konjunkturläge;2000M06;0.64
Varuexport;Konjunkturläge;2000M07;0.8
Varuexport;Konjunkturläge;2000M08;0.9
Varuexport;Konjunkturläge;2000M09;0.92
Varuexport;Konjunkturläge;2000M10;0.86
Varuexport;Konjunkturläge;2000M11;0.72
Varuexport;Konjunkturläge;2000M12;0.49
Varuexport;Konjunkturläge;2001M01;0.2
Varuexport;Konjunkturläge;2001M02;-0.12
Varuexport;Konjunkturläge;2001M03;-0.4
Varuexport;Konjunkturläge;2001M04;-0.59
Varuexport;Konjunkturläge;2001M05;-0.68
Varuexport;Konjunkturläge;2001M06;-0.7
Varuexport;Konjunkturläge;2001M07;-0.69
Varuexport;Konjunkturläge;2001M08;-0.67
Varuexport;Konjunkturläge;2001M09;-0.65
Varuexport;Konjunkturläge;2001M10;-0.62
Varuexport;Konjunkturläge;2001M11;-0.59
Varuexport;Konjunkturläge;2001M12;-0.57
Varuexport;Konjunkturläge;2002M01;-0.55
Varuexport;Konjunkturläge;2002M02;-0.55
Varuexport;Konjunkturläge;2002M03;-0.6
Varuexport;Konjunkturläge;2002M04;-0.69
Varuexport;Konjunkturläge;2002M05;-0.83
Varuexport;Konjunkturläge;2002M06;-0.98
Varuexport;Konjunkturläge;2002M07;-1.11
Varuexport;Konjunkturläge;2002M08;-1.21
Varuexport;Konjunkturläge;2002M09;-1.28
Varuexport;Konjunkturläge;2002M10;-1.29
Varuexport;Konjunkturläge;2002M11;-1.23
Varuexport;Konjunkturläge;2002M12;-1.1
Varuexport;Konjunkturläge;2003M01;-0.95
Varuexport;Konjunkturläge;2003M02;-0.84
Varuexport;Konjunkturläge;2003M03;-0.81
Varuexport;Konjunkturläge;2003M04;-0.84
Varuexport;Konjunkturläge;2003M05;-0.88
Varuexport;Konjunkturläge;2003M06;-0.9
Varuexport;Konjunkturläge;2003M07;-0.87
Varuexport;Konjunkturläge;2003M08;-0.8
Varuexport;Konjunkturläge;2003M09;-0.71
Varuexport;Konjunkturläge;2003M10;-0.65
Varuexport;Konjunkturläge;2003M11;-0.63
Varuexport;Konjunkturläge;2003M12;-0.6
Varuexport;Konjunkturläge;2004M01;-0.5
Varuexport;Konjunkturläge;2004M02;-0.3
Varuexport;Konjunkturläge;2004M03;-0.04
Varuexport;Konjunkturläge;2004M04;0.2
Varuexport;Konjunkturläge;2004M05;0.36
Varuexport;Konjunkturläge;2004M06;0.41
Varuexport;Konjunkturläge;2004M07;0.36
Varuexport;Konjunkturläge;2004M08;0.27
Varuexport;Konjunkturläge;2004M09;0.2
Varuexport;Konjunkturläge;2004M10;0.13
Varuexport;Konjunkturläge;2004M11;0.1
Varuexport;Konjunkturläge;2004M12;0.09
Varuexport;Konjunkturläge;2005M01;0.09
Varuexport;Konjunkturläge;2005M02;0.11
Varuexport;Konjunkturläge;2005M03;0.19
Varuexport;Konjunkturläge;2005M04;0.31
Varuexport;Konjunkturläge;2005M05;0.45
Varuexport;Konjunkturläge;2005M06;0.57
Varuexport;Konjunkturläge;2005M07;0.64
Varuexport;Konjunkturläge;2005M08;0.67
Varuexport;Konjunkturläge;2005M09;0.7
Varuexport;Konjunkturläge;2005M10;0.75
Varuexport;Konjunkturläge;2005M11;0.82
Varuexport;Konjunkturläge;2005M12;0.89
Varuexport;Konjunkturläge;2006M01;0.95
Varuexport;Konjunkturläge;2006M02;0.99
Varuexport;Konjunkturläge;2006M03;1.01
Varuexport;Konjunkturläge;2006M04;1.02
Varuexport;Konjunkturläge;2006M05;1.04
Varuexport;Konjunkturläge;2006M06;1.09
Varuexport;Konjunkturläge;2006M07;1.2
Varuexport;Konjunkturläge;2006M08;1.31
Varuexport;Konjunkturläge;2006M09;1.42
Varuexport;Konjunkturläge;2006M10;1.52
Varuexport;Konjunkturläge;2006M11;1.58
Varuexport;Konjunkturläge;2006M12;1.59
Varuexport;Konjunkturläge;2007M01;1.53
Varuexport;Konjunkturläge;2007M02;1.45
Varuexport;Konjunkturläge;2007M03;1.36
Varuexport;Konjunkturläge;2007M04;1.32
Varuexport;Konjunkturläge;2007M05;1.29
Varuexport;Konjunkturläge;2007M06;1.3
Varuexport;Konjunkturläge;2007M07;1.33
Varuexport;Konjunkturläge;2007M08;1.39
Varuexport;Konjunkturläge;2007M09;1.52
Varuexport;Konjunkturläge;2007M10;1.73
Varuexport;Konjunkturläge;2007M11;2.01
Varuexport;Konjunkturläge;2007M12;2.33
Varuexport;Konjunkturläge;2008M01;2.61
Varuexport;Konjunkturläge;2008M02;2.8
Varuexport;Konjunkturläge;2008M03;2.83
Varuexport;Konjunkturläge;2008M04;2.7
Varuexport;Konjunkturläge;2008M05;2.46
Varuexport;Konjunkturläge;2008M06;2.15
Varuexport;Konjunkturläge;2008M07;1.78
Varuexport;Konjunkturläge;2008M08;1.39
Varuexport;Konjunkturläge;2008M09;0.93
Varuexport;Konjunkturläge;2008M10;0.43
Varuexport;Konjunkturläge;2008M11;-0.11
Varuexport;Konjunkturläge;2008M12;-0.71
Varuexport;Konjunkturläge;2009M01;-1.31
Varuexport;Konjunkturläge;2009M02;-1.9
Varuexport;Konjunkturläge;2009M03;-2.45
Varuexport;Konjunkturläge;2009M04;-2.86
Varuexport;Konjunkturläge;2009M05;-3.12
Varuexport;Konjunkturläge;2009M06;-3.21
Varuexport;Konjunkturläge;2009M07;-3.15
Varuexport;Konjunkturläge;2009M08;-3.01
Varuexport;Konjunkturläge;2009M09;-2.89
Varuexport;Konjunkturläge;2009M10;-2.83
Varuexport;Konjunkturläge;2009M11;-2.79
Varuexport;Konjunkturläge;2009M12;-2.71
Varuexport;Konjunkturläge;2010M01;-2.5
Varuexport;Konjunkturläge;2010M02;-2.13
Varuexport;Konjunkturläge;2010M03;-1.61
Varuexport;Konjunkturläge;2010M04;-1.08
Varuexport;Konjunkturläge;2010M05;-0.63
Varuexport;Konjunkturläge;2010M06;-0.31
Varuexport;Konjunkturläge;2010M07;-0.09
Varuexport;Konjunkturläge;2010M08;0.08
Varuexport;Konjunkturläge;2010M09;0.29
Varuexport;Konjunkturläge;2010M10;0.56
Varuexport;Konjunkturläge;2010M11;0.86
Varuexport;Konjunkturläge;2010M12;1.13
Varuexport;Konjunkturläge;2011M01;1.31
Varuexport;Konjunkturläge;2011M02;1.39
Varuexport;Konjunkturläge;2011M03;1.39
Varuexport;Konjunkturläge;2011M04;1.38
Varuexport;Konjunkturläge;2011M05;1.39
Varuexport;Konjunkturläge;2011M06;1.38
Varuexport;Konjunkturläge;2011M07;1.31
Varuexport;Konjunkturläge;2011M08;1.22
Varuexport;Konjunkturläge;2011M09;1.13
Varuexport;Konjunkturläge;2011M10;1.03
Varuexport;Konjunkturläge;2011M11;0.94
Varuexport;Konjunkturläge;2011M12;0.86
Varuexport;Konjunkturläge;2012M01;0.8
Varuexport;Konjunkturläge;2012M02;0.73
Varuexport;Konjunkturläge;2012M03;0.67
Varuexport;Konjunkturläge;2012M04;0.62
Varuexport;Konjunkturläge;2012M05;0.59
Varuexport;Konjunkturläge;2012M06;0.58
Varuexport;Konjunkturläge;2012M07;0.56
Varuexport;Konjunkturläge;2012M08;0.47
Varuexport;Konjunkturläge;2012M09;0.29
Varuexport;Konjunkturläge;2012M10;0.09
Varuexport;Konjunkturläge;2012M11;-0.09
Varuexport;Konjunkturläge;2012M12;-0.23
Varuexport;Konjunkturläge;2013M01;-0.35
Varuexport;Konjunkturläge;2013M02;-0.43
Varuexport;Konjunkturläge;2013M03;-0.49
Varuexport;Konjunkturläge;2013M04;-0.56
Varuexport;Konjunkturläge;2013M05;-0.65
Varuexport;Konjunkturläge;2013M06;-0.76
Varuexport;Konjunkturläge;2013M07;-0.87
Varuexport;Konjunkturläge;2013M08;-0.97
Varuexport;Konjunkturläge;2013M09;-1.03
Varuexport;Konjunkturläge;2013M10;-1.05
Varuexport;Konjunkturläge;2013M11;-1.04
Varuexport;Konjunkturläge;2013M12;-1
Varuexport;Konjunkturläge;2014M01;-0.97
Varuexport;Konjunkturläge;2014M02;-0.96
Varuexport;Konjunkturläge;2014M03;-1
Varuexport;Konjunkturläge;2014M04;-1.05
Varuexport;Konjunkturläge;2014M05;-1.1
Varuexport;Konjunkturläge;2014M06;-1.1
Varuexport;Konjunkturläge;2014M07;-1.06
Varuexport;Konjunkturläge;2014M08;-1.01
Varuexport;Konjunkturläge;2014M09;-0.99
Varuexport;Konjunkturläge;2014M10;-0.99
Varuexport;Konjunkturläge;2014M11;-0.98
Varuexport;Konjunkturläge;2014M12;-0.98
Varuexport;Konjunkturläge;2015M01;-0.94
Varuexport;Konjunkturläge;2015M02;-0.88
Varuexport;Konjunkturläge;2015M03;-0.8
Varuexport;Konjunkturläge;2015M04;-0.71
Varuexport;Konjunkturläge;2015M05;-0.63
Varuexport;Konjunkturläge;2015M06;-0.56
Varuexport;Konjunkturläge;2015M07;-0.54
Varuexport;Konjunkturläge;2015M08;-0.53
Varuexport;Konjunkturläge;2015M09;-0.54
Varuexport;Konjunkturläge;2015M10;-0.59
Varuexport;Konjunkturläge;2015M11;-0.66
Varuexport;Konjunkturläge;2015M12;-0.7
Varuexport;Konjunkturläge;2016M01;-0.72
Varuexport;Konjunkturläge;2016M02;-0.73
Varuexport;Konjunkturläge;2016M03;-0.73
Varuexport;Konjunkturläge;2016M04;-0.72
Varuexport;Konjunkturläge;2016M05;-0.7
