indikator;tabellinnehåll;månad;Värde
BNP-indikator månad;Förändring från föregående period;2013M10;0.05
BNP-indikator månad;Förändring från föregående period;2013M11;0.04
BNP-indikator månad;Förändring från föregående period;2013M12;0.04
BNP-indikator månad;Förändring från föregående period;2014M01;0.04
BNP-indikator månad;Förändring från föregående period;2014M02;0.08
BNP-indikator månad;Förändring från föregående period;2014M03;0.08
BNP-indikator månad;Förändring från föregående period;2014M04;0.05
BNP-indikator månad;Förändring från föregående period;2014M05;0.01
BNP-indikator månad;Förändring från föregående period;2014M06;-0.02
BNP-indikator månad;Förändring från föregående period;2014M07;-0.05
BNP-indikator månad;Förändring från föregående period;2014M08;-0.05
BNP-indikator månad;Förändring från föregående period;2014M09;-0.02
BNP-indikator månad;Förändring från föregående period;2014M10;0
BNP-indikator månad;Förändring från föregående period;2014M11;0.04
BNP-indikator månad;Förändring från föregående period;2014M12;0.11
BNP-indikator månad;Förändring från föregående period;2015M01;0.2
BNP-indikator månad;Förändring från föregående period;2015M02;0.25
BNP-indikator månad;Förändring från föregående period;2015M03;0.28
BNP-indikator månad;Förändring från föregående period;2015M04;0.3
BNP-indikator månad;Förändring från föregående period;2015M05;0.26
BNP-indikator månad;Förändring från föregående period;2015M06;0.2
BNP-indikator månad;Förändring från föregående period;2015M07;0.11
BNP-indikator månad;Förändring från föregående period;2015M08;0.05
BNP-indikator månad;Förändring från föregående period;2015M09;-0.04
BNP-indikator månad;Förändring från föregående period;2015M10;-0.13
BNP-indikator månad;Förändring från föregående period;2015M11;-0.19
BNP-indikator månad;Förändring från föregående period;2015M12;-0.2
BNP-indikator månad;Förändring från föregående period;2016M01;-0.16
BNP-indikator månad;Förändring från föregående period;2016M02;-0.07
BNP-indikator månad;Förändring från föregående period;2016M03;0.04
BNP-indikator månad;Förändring från föregående period;2016M04;0.11
BNP-indikator månad;Förändring från föregående period;2016M05;0.16
BNP-indikator månad;Förändring från föregående period;2016M06;0.14
BNP-indikator månad;Förändring från föregående period;2016M07;0.09
BNP-indikator månad;Förändring från föregående period;2016M08;0.03
BNP-indikator månad;Förändring från föregående period;2016M09;0.04
BNP-indikator månad;Förändring från föregående period;2016M10;0.09
BNP-indikator månad;Förändring från föregående period;2016M11;0.11
BNP-indikator månad;Förändring från föregående period;2016M12;0.08
BNP-indikator månad;Förändring från föregående period;2017M01;0.02
BNP-indikator månad;Förändring från föregående period;2017M02;-0.07
BNP-indikator månad;Förändring från föregående period;2017M03;-0.16
BNP-indikator månad;Förändring från föregående period;2017M04;-0.18
BNP-indikator månad;Förändring från föregående period;2017M05;-0.15
BNP-indikator månad;Förändring från föregående period;2017M06;-0.09
BNP-indikator månad;Förändring från föregående period;2017M07;0.03
BNP-indikator månad;Förändring från föregående period;2017M08;0.11
BNP-indikator månad;Förändring från föregående period;2017M09;0.13
BNP-indikator månad;Förändring från föregående period;2017M10;0.12
BNP-indikator månad;Förändring från föregående period;2017M11;0.08
BNP-indikator månad;Förändring från föregående period;2017M12;-0.01
BNP-indikator månad;Förändring från föregående period;2018M01;-0.08
BNP-indikator månad;Förändring från föregående period;2018M02;-0.12
BNP-indikator månad;Förändring från föregående period;2018M03;-0.12
BNP-indikator månad;Förändring från föregående period;2018M04;-0.09
BNP-indikator månad;Förändring från föregående period;2018M05;-0.06
BNP-indikator månad;Förändring från föregående period;2018M06;-0.03
BNP-indikator månad;Förändring från föregående period;2018M07;0
BNP-indikator månad;Förändring från föregående period;2018M08;0.01
BNP-indikator månad;Förändring från föregående period;2018M09;0.03
BNP-indikator månad;Förändring från föregående period;2018M10;0.05
BNP-indikator månad;Förändring från föregående period;2018M11;0.09
BNP-indikator månad;Förändring från föregående period;2018M12;0.16
BNP-indikator månad;Förändring från föregående period;2019M01;0.21
BNP-indikator månad;Förändring från föregående period;2019M02;0.19
BNP-indikator månad;Förändring från föregående period;2019M03;0.12
BNP-indikator månad;Förändring från föregående period;2019M04;0.02
BNP-indikator månad;Förändring från föregående period;2019M05;-0.09
BNP-indikator månad;Förändring från föregående period;2019M06;-0.11
BNP-indikator månad;Förändring från föregående period;2019M07;-0.07
BNP-indikator månad;Förändring från föregående period;2019M08;0.05
BNP-indikator månad;Förändring från föregående period;2019M09;0.17
BNP-indikator månad;Förändring från föregående period;2019M10;0.18
BNP-indikator månad;Förändring från föregående period;2019M11;0.06
BNP-indikator månad;Förändring från föregående period;2019M12;-0.13
BNP-indikator månad;Förändring från föregående period;2020M01;-0.3
BNP-indikator månad;Förändring från föregående period;2020M02;-0.4
BNP-indikator månad;Förändring från föregående period;2020M03;-0.37
BNP-indikator månad;Förändring från föregående period;2020M04;-0.26
BNP-indikator månad;Förändring från föregående period;2020M05;-0.08
BNP-indikator månad;Förändring från föregående period;2020M06;0.06
BNP-indikator månad;Förändring från föregående period;2020M07;0.11
BNP-indikator månad;Förändring från föregående period;2020M08;0.04
BNP-indikator månad;Förändring från föregående period;2020M09;-0.07
BNP-indikator månad;Förändring från föregående period;2020M10;-0.12
BNP-indikator månad;Förändring från föregående period;2020M11;-0.09
BNP-indikator månad;Förändring från föregående period;2020M12;-0.02
BNP-indikator månad;Förändring från föregående period;2021M01;0.1
BNP-indikator månad;Förändring från föregående period;2021M02;0.27
BNP-indikator månad;Förändring från föregående period;2021M03;0.39
BNP-indikator månad;Förändring från föregående period;2021M04;0.39
BNP-indikator månad;Förändring från föregående period;2021M05;0.28
BNP-indikator månad;Förändring från föregående period;2021M06;0.13
BNP-indikator månad;Förändring från föregående period;2021M07;0.03
BNP-indikator månad;Förändring från föregående period;2021M08;-0.02
BNP-indikator månad;Förändring från föregående period;2021M09;-0.05
BNP-indikator månad;Förändring från föregående period;2021M10;-0.08
BNP-indikator månad;Förändring från föregående period;2021M11;-0.07
BNP-indikator månad;Förändring från föregående period;2021M12;0
BNP-indikator månad;Förändring från föregående period;2022M01;0.07
BNP-indikator månad;Förändring från föregående period;2022M02;0.13
BNP-indikator månad;Förändring från föregående period;2022M03;0.12
BNP-indikator månad;Förändring från föregående period;2022M04;0.07
BNP-indikator månad;Förändring från föregående period;2022M05;-0.01
BNP-indikator månad;Förändring från föregående period;2022M06;-0.18
BNP-indikator månad;Förändring från föregående period;2022M07;-0.32
BNP-indikator månad;Förändring från föregående period;2022M08;-0.35
BNP-indikator månad;Förändring från föregående period;2022M09;-0.22
BNP-indikator månad;Förändring från föregående period;2022M10;-0.03
BNP-indikator månad;Förändring från föregående period;2022M11;0.1
BNP-indikator månad;Förändring från föregående period;2022M12;0.11
BNP-indikator månad;Förändring från föregående period;2023M01;-0.04
BNP-indikator månad;Förändring från föregående period;2023M02;-0.19
BNP-indikator månad;Förändring från föregående period;2023M03;-0.27
BNP-indikator månad;Förändring från föregående period;2023M04;-0.24
BNP-indikator månad;Förändring från föregående period;2023M05;-0.15
BNP-indikator månad;Förändring från föregående period;2023M06;-0.04
BNP-indikator månad;Förändring från föregående period;2023M07;0
BNP-indikator månad;Förändring från föregående period;2023M08;-0.04
BNP-indikator månad;Förändring från föregående period;2023M09;-0.09
BNP-indikator månad;Förändring från föregående period;2023M10;-0.09
BNP-indikator månad;Förändring från föregående period;2023M11;-0.03
BNP-indikator månad;Förändring från föregående period;2023M12;0.07
BNP-indikator månad;Förändring från föregående period;2024M01;0.1
BNP-indikator månad;Förändring från föregående period;2024M02;0.03
BNP-indikator månad;Förändring från föregående period;2024M03;-0.12
BNP-indikator månad;Förändring från föregående period;2024M04;-0.22
BNP-indikator månad;Förändring från föregående period;2024M05;-0.21
BNP-indikator månad;Förändring från föregående period;2024M06;-0.06
BNP-indikator månad;Förändring från föregående period;2024M07;0.15
BNP-indikator månad;Förändring från föregående period;2024M08;0.28
BNP-indikator månad;Förändring från föregående period;2024M09;0.29
BNP-indikator månad;Förändring från föregående period;2024M10;0.17
BNP-indikator månad;Förändring från föregående period;2024M11;0
BNP-indikator månad;Förändring från föregående period;2024M12;-0.15
BNP-indikator månad;Förändring från föregående period;2025M01;-0.18
BNP-indikator månad;Förändring från föregående period;2025M02;-0.11
BNP-indikator månad;Förändring från föregående period;2025M03;-0.01
BNP-indikator månad;Förändring från föregående period;2025M04;0.09
BNP-indikator månad;Förändring från föregående period;2025M05;0.17
BNP-indikator månad;Förändring från föregående period;2025M06;0.19
BNP-indikator månad;Förändring från föregående period;2025M07;0.17
BNP-indikator månad;Förändring från föregående period;2025M08;0.13
BNP-indikator månad;Förändring från föregående period;2025M09;0.03
BNP-indikator månad;Förändring från föregående period;2025M10;-0.05
BNP-indikator månad;Förändring från föregående period;2025M11;-0.1
BNP-indikator månad;Förändring från föregående period;2025M12;-0.09
BNP-indikator månad;Förändring från föregående period;2026M01;0.02
BNP-indikator månad;Förändring från föregående period;2026M02;0.16
BNP-indikator månad;Förändring från föregående period;2026M03;0.27
BNP-indikator månad;Förändring från föregående period;2026M04;0.3
BNP-indikator månad;Förändring från föregående period;2026M05;0.25
BNP-indikator månad;Förändring från föregående period;2026M06;0.13
BNP-indikator månad;Förändring från föregående period;2026M07;0.04
BNP-indikator månad;Förändring från föregående period;2026M08;
BNP kvartal;Konjunkturläge;2000M01;-0.78
BNP kvartal;Konjunkturläge;2000M02;-0.78
BNP kvartal;Konjunkturläge;2000M03;-0.78
BNP kvartal;Konjunkturläge;2000M04;-0.06
BNP kvartal;Konjunkturläge;2000M05;-0.06
BNP kvartal;Konjunkturläge;2000M06;-0.06
BNP kvartal;Konjunkturläge;2000M07;0.44
BNP kvartal;Konjunkturläge;2000M08;0.44
BNP kvartal;Konjunkturläge;2000M09;0.44
BNP kvartal;Konjunkturläge;2000M10;0.42
BNP kvartal;Konjunkturläge;2000M11;0.42
BNP kvartal;Konjunkturläge;2000M12;0.42
BNP kvartal;Konjunkturläge;2001M01;-0.01
BNP kvartal;Konjunkturläge;2001M02;-0.01
BNP kvartal;Konjunkturläge;2001M03;-0.01
BNP kvartal;Konjunkturläge;2001M04;-0.47
BNP kvartal;Konjunkturläge;2001M05;-0.47
BNP kvartal;Konjunkturläge;2001M06;-0.47
BNP kvartal;Konjunkturläge;2001M07;-0.57
BNP kvartal;Konjunkturläge;2001M08;-0.57
BNP kvartal;Konjunkturläge;2001M09;-0.57
BNP kvartal;Konjunkturläge;2001M10;-0.36
BNP kvartal;Konjunkturläge;2001M11;-0.36
BNP kvartal;Konjunkturläge;2001M12;-0.36
BNP kvartal;Konjunkturläge;2002M01;-0.22
BNP kvartal;Konjunkturläge;2002M02;-0.22
BNP kvartal;Konjunkturläge;2002M03;-0.22
BNP kvartal;Konjunkturläge;2002M04;-0.3
BNP kvartal;Konjunkturläge;2002M05;-0.3
BNP kvartal;Konjunkturläge;2002M06;-0.3
BNP kvartal;Konjunkturläge;2002M07;-0.59
BNP kvartal;Konjunkturläge;2002M08;-0.59
BNP kvartal;Konjunkturläge;2002M09;-0.59
BNP kvartal;Konjunkturläge;2002M10;-0.73
BNP kvartal;Konjunkturläge;2002M11;-0.73
BNP kvartal;Konjunkturläge;2002M12;-0.73
BNP kvartal;Konjunkturläge;2003M01;-0.79
BNP kvartal;Konjunkturläge;2003M02;-0.79
BNP kvartal;Konjunkturläge;2003M03;-0.79
BNP kvartal;Konjunkturläge;2003M04;-0.77
BNP kvartal;Konjunkturläge;2003M05;-0.77
BNP kvartal;Konjunkturläge;2003M06;-0.77
BNP kvartal;Konjunkturläge;2003M07;-0.77
BNP kvartal;Konjunkturläge;2003M08;-0.77
BNP kvartal;Konjunkturläge;2003M09;-0.77
BNP kvartal;Konjunkturläge;2003M10;-0.71
BNP kvartal;Konjunkturläge;2003M11;-0.71
BNP kvartal;Konjunkturläge;2003M12;-0.71
BNP kvartal;Konjunkturläge;2004M01;-0.43
BNP kvartal;Konjunkturläge;2004M02;-0.43
BNP kvartal;Konjunkturläge;2004M03;-0.43
BNP kvartal;Konjunkturläge;2004M04;-0.05
BNP kvartal;Konjunkturläge;2004M05;-0.05
BNP kvartal;Konjunkturläge;2004M06;-0.05
BNP kvartal;Konjunkturläge;2004M07;0.17
BNP kvartal;Konjunkturläge;2004M08;0.17
BNP kvartal;Konjunkturläge;2004M09;0.17
BNP kvartal;Konjunkturläge;2004M10;0.19
BNP kvartal;Konjunkturläge;2004M11;0.19
BNP kvartal;Konjunkturläge;2004M12;0.19
BNP kvartal;Konjunkturläge;2005M01;0.21
BNP kvartal;Konjunkturläge;2005M02;0.21
BNP kvartal;Konjunkturläge;2005M03;0.21
BNP kvartal;Konjunkturläge;2005M04;0.32
BNP kvartal;Konjunkturläge;2005M05;0.32
BNP kvartal;Konjunkturläge;2005M06;0.32
BNP kvartal;Konjunkturläge;2005M07;0.58
BNP kvartal;Konjunkturläge;2005M08;0.58
BNP kvartal;Konjunkturläge;2005M09;0.58
BNP kvartal;Konjunkturläge;2005M10;0.92
BNP kvartal;Konjunkturläge;2005M11;0.92
BNP kvartal;Konjunkturläge;2005M12;0.92
BNP kvartal;Konjunkturläge;2006M01;1.25
BNP kvartal;Konjunkturläge;2006M02;1.25
BNP kvartal;Konjunkturläge;2006M03;1.25
BNP kvartal;Konjunkturläge;2006M04;1.49
BNP kvartal;Konjunkturläge;2006M05;1.49
BNP kvartal;Konjunkturläge;2006M06;1.49
BNP kvartal;Konjunkturläge;2006M07;1.83
BNP kvartal;Konjunkturläge;2006M08;1.83
BNP kvartal;Konjunkturläge;2006M09;1.83
BNP kvartal;Konjunkturläge;2006M10;2.28
BNP kvartal;Konjunkturläge;2006M11;2.28
BNP kvartal;Konjunkturläge;2006M12;2.28
BNP kvartal;Konjunkturläge;2007M01;2.36
BNP kvartal;Konjunkturläge;2007M02;2.36
BNP kvartal;Konjunkturläge;2007M03;2.36
BNP kvartal;Konjunkturläge;2007M04;2.19
BNP kvartal;Konjunkturläge;2007M05;2.19
BNP kvartal;Konjunkturläge;2007M06;2.19
BNP kvartal;Konjunkturläge;2007M07;2.27
BNP kvartal;Konjunkturläge;2007M08;2.27
BNP kvartal;Konjunkturläge;2007M09;2.27
BNP kvartal;Konjunkturläge;2007M10;2.37
BNP kvartal;Konjunkturläge;2007M11;2.37
BNP kvartal;Konjunkturläge;2007M12;2.37
BNP kvartal;Konjunkturläge;2008M01;2.18
BNP kvartal;Konjunkturläge;2008M02;2.18
BNP kvartal;Konjunkturläge;2008M03;2.18
BNP kvartal;Konjunkturläge;2008M04;1.55
BNP kvartal;Konjunkturläge;2008M05;1.55
BNP kvartal;Konjunkturläge;2008M06;1.55
BNP kvartal;Konjunkturläge;2008M07;0.41
BNP kvartal;Konjunkturläge;2008M08;0.41
BNP kvartal;Konjunkturläge;2008M09;0.41
BNP kvartal;Konjunkturläge;2008M10;-0.97
BNP kvartal;Konjunkturläge;2008M11;-0.97
BNP kvartal;Konjunkturläge;2008M12;-0.97
BNP kvartal;Konjunkturläge;2009M01;-1.88
BNP kvartal;Konjunkturläge;2009M02;-1.88
BNP kvartal;Konjunkturläge;2009M03;-1.88
BNP kvartal;Konjunkturläge;2009M04;-2.33
BNP kvartal;Konjunkturläge;2009M05;-2.33
BNP kvartal;Konjunkturläge;2009M06;-2.33
BNP kvartal;Konjunkturläge;2009M07;-2.55
BNP kvartal;Konjunkturläge;2009M08;-2.55
BNP kvartal;Konjunkturläge;2009M09;-2.55
BNP kvartal;Konjunkturläge;2009M10;-2.36
BNP kvartal;Konjunkturläge;2009M11;-2.36
BNP kvartal;Konjunkturläge;2009M12;-2.36
BNP kvartal;Konjunkturläge;2010M01;-1.57
BNP kvartal;Konjunkturläge;2010M02;-1.57
BNP kvartal;Konjunkturläge;2010M03;-1.57
BNP kvartal;Konjunkturläge;2010M04;-0.72
BNP kvartal;Konjunkturläge;2010M05;-0.72
BNP kvartal;Konjunkturläge;2010M06;-0.72
BNP kvartal;Konjunkturläge;2010M07;0
BNP kvartal;Konjunkturläge;2010M08;0
BNP kvartal;Konjunkturläge;2010M09;0
BNP kvartal;Konjunkturläge;2010M10;0.54
